"Assay_Type"	"AvgSpotLen"	"BioSample"	"BioSampleModel"	"DATASTORE_filetype"	"DATASTORE_provider"	"DATASTORE_region"	"Experiment"	"Instrument"	"LibraryLayout"	"LibrarySelection"	"Library_Name"	"LoadDate"	"MBases"	"MBytes"	"ReleaseDate"	"Run"	"SRA_Sample"	"Sample_Name"	"rural_urban_status"	"sequencing_type"	"subject_id"	"timepoint"	"BioProject"	"Center_Name"	"Consent"	"InsertSize"	"LibrarySource"	"Organism"	"Platform"	"SRA_Study"	"collection_date"	"env_biome"	"env_feature"	"env_material"	"geo_loc_name"	"host"	"lat_lon"
"AMPLICON"	500	"SAMN05935643"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265413"	"Illumina MiSeq"	"PAIRED"	"PCR"	"025B"	"2016-10-24"	39	26	"2017-11-07"	"SRR4446573"	"SRS1757127"	"025B"	"rural"	"16S rRNA sequencing"	25	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935642"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265414"	"Illumina MiSeq"	"PAIRED"	"PCR"	"025A"	"2016-10-24"	38	26	"2017-11-07"	"SRR4446574"	"SRS1757128"	"025A"	"rural"	"16S rRNA sequencing"	25	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935641"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265415"	"Illumina MiSeq"	"PAIRED"	"PCR"	"024B"	"2016-10-24"	55	37	"2017-11-07"	"SRR4446575"	"SRS1757129"	"024B"	"rural"	"16S rRNA sequencing"	24	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935640"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265416"	"Illumina MiSeq"	"PAIRED"	"PCR"	"024A"	"2016-10-24"	39	24	"2017-11-07"	"SRR4446576"	"SRS1757130"	"024A"	"rural"	"16S rRNA sequencing"	24	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935639"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265417"	"Illumina MiSeq"	"PAIRED"	"PCR"	"021B"	"2016-10-24"	46	30	"2017-11-07"	"SRR4446577"	"SRS1757131"	"021B"	"rural"	"16S rRNA sequencing"	21	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935638"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265418"	"Illumina MiSeq"	"PAIRED"	"PCR"	"021A"	"2016-10-24"	82	57	"2017-11-07"	"SRR4446578"	"SRS1757132"	"021A"	"rural"	"16S rRNA sequencing"	21	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935634"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265419"	"Illumina MiSeq"	"PAIRED"	"PCR"	"018A"	"2016-10-24"	48	29	"2017-11-07"	"SRR4446579"	"SRS1757133"	"018A"	"rural"	"16S rRNA sequencing"	18	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935661"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265420"	"Illumina MiSeq"	"PAIRED"	"PCR"	"082B"	"2016-10-24"	52	34	"2017-11-07"	"SRR4446580"	"SRS1757134"	"082B"	"urban"	"16S rRNA sequencing"	82	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935647"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265421"	"Illumina MiSeq"	"PAIRED"	"PCR"	"029B"	"2016-10-24"	42	29	"2017-11-07"	"SRR4446581"	"SRS1757135"	"029B"	"rural"	"16S rRNA sequencing"	29	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935646"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265422"	"Illumina MiSeq"	"PAIRED"	"PCR"	"029A"	"2016-10-24"	32	22	"2017-11-07"	"SRR4446582"	"SRS1757136"	"029A"	"rural"	"16S rRNA sequencing"	29	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935681"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265423"	"Illumina MiSeq"	"PAIRED"	"PCR"	"100B"	"2016-10-24"	44	30	"2017-11-07"	"SRR4446583"	"SRS1757137"	"100B"	"urban"	"16S rRNA sequencing"	100	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935680"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265424"	"Illumina MiSeq"	"PAIRED"	"PCR"	"100A"	"2016-10-24"	32	20	"2017-11-07"	"SRR4446584"	"SRS1757139"	"100A"	"urban"	"16S rRNA sequencing"	100	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935679"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265425"	"Illumina MiSeq"	"PAIRED"	"PCR"	"099B"	"2016-10-24"	61	41	"2017-11-07"	"SRR4446585"	"SRS1757138"	"099B"	"urban"	"16S rRNA sequencing"	99	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935678"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265426"	"Illumina MiSeq"	"PAIRED"	"PCR"	"099A"	"2016-10-24"	34	21	"2017-11-07"	"SRR4446586"	"SRS1757140"	"099A"	"urban"	"16S rRNA sequencing"	99	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935685"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265427"	"Illumina MiSeq"	"PAIRED"	"PCR"	"107B"	"2016-10-24"	89	63	"2017-11-07"	"SRR4446587"	"SRS1757141"	"107B"	"urban"	"16S rRNA sequencing"	107	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935684"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265428"	"Illumina MiSeq"	"PAIRED"	"PCR"	"107A"	"2016-10-24"	35	22	"2017-11-07"	"SRR4446588"	"SRS1757142"	"107A"	"urban"	"16S rRNA sequencing"	107	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935683"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265429"	"Illumina MiSeq"	"PAIRED"	"PCR"	"101B"	"2016-10-24"	55	37	"2017-11-07"	"SRR4446589"	"SRS1757143"	"101B"	"urban"	"16S rRNA sequencing"	101	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935682"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265430"	"Illumina MiSeq"	"PAIRED"	"PCR"	"101A"	"2016-10-24"	37	22	"2017-11-07"	"SRR4446590"	"SRS1757144"	"101A"	"urban"	"16S rRNA sequencing"	101	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935687"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265431"	"Illumina MiSeq"	"PAIRED"	"PCR"	"108B"	"2016-10-24"	52	35	"2017-11-07"	"SRR4446591"	"SRS1757145"	"108B"	"urban"	"16S rRNA sequencing"	108	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935686"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265432"	"Illumina MiSeq"	"PAIRED"	"PCR"	"108A"	"2016-10-24"	43	27	"2017-11-07"	"SRR4446592"	"SRS1757146"	"108A"	"urban"	"16S rRNA sequencing"	108	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935667"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265433"	"Illumina MiSeq"	"PAIRED"	"PCR"	"085B"	"2016-10-24"	44	29	"2017-11-07"	"SRR4446593"	"SRS1757147"	"085B"	"urban"	"16S rRNA sequencing"	85	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935666"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265434"	"Illumina MiSeq"	"PAIRED"	"PCR"	"085A"	"2016-10-24"	62	44	"2017-11-07"	"SRR4446594"	"SRS1757148"	"085A"	"urban"	"16S rRNA sequencing"	85	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935630"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265435"	"Illumina MiSeq"	"PAIRED"	"PCR"	"013A"	"2016-10-24"	34	20	"2017-11-07"	"SRR4446595"	"SRS1757149"	"013A"	"rural"	"16S rRNA sequencing"	13	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935663"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265436"	"Illumina MiSeq"	"PAIRED"	"PCR"	"083B"	"2016-10-24"	62	42	"2017-11-07"	"SRR4446596"	"SRS1757150"	"083B"	"urban"	"16S rRNA sequencing"	83	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935662"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265437"	"Illumina MiSeq"	"PAIRED"	"PCR"	"083A"	"2016-10-24"	35	25	"2017-11-07"	"SRR4446597"	"SRS1757151"	"083A"	"urban"	"16S rRNA sequencing"	83	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935660"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265438"	"Illumina MiSeq"	"PAIRED"	"PCR"	"082A"	"2016-10-24"	50	35	"2017-11-07"	"SRR4446598"	"SRS1757152"	"082A"	"urban"	"16S rRNA sequencing"	82	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935637"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265439"	"Illumina MiSeq"	"PAIRED"	"PCR"	"020B"	"2016-10-24"	53	36	"2017-11-07"	"SRR4446599"	"SRS1757153"	"020B"	"rural"	"16S rRNA sequencing"	20	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935665"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265440"	"Illumina MiSeq"	"PAIRED"	"PCR"	"084B"	"2016-10-24"	60	39	"2017-11-07"	"SRR4446600"	"SRS1757154"	"084B"	"urban"	"16S rRNA sequencing"	84	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935618"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265441"	"Illumina MiSeq"	"PAIRED"	"PCR"	"001A"	"2016-10-24"	49	29	"2017-11-07"	"SRR4446601"	"SRS1757155"	"001A"	"rural"	"16S rRNA sequencing"	1	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935619"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265442"	"Illumina MiSeq"	"PAIRED"	"PCR"	"001B"	"2016-10-24"	49	33	"2017-11-07"	"SRR4446602"	"SRS1757158"	"001B"	"rural"	"16S rRNA sequencing"	1	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935653"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265443"	"Illumina MiSeq"	"PAIRED"	"PCR"	"035B"	"2016-10-24"	76	52	"2017-11-07"	"SRR4446603"	"SRS1757156"	"035B"	"rural"	"16S rRNA sequencing"	35	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935664"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265444"	"Illumina MiSeq"	"PAIRED"	"PCR"	"084A"	"2016-10-24"	42	25	"2017-11-07"	"SRR4446604"	"SRS1757157"	"084A"	"urban"	"16S rRNA sequencing"	84	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935622"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265445"	"Illumina MiSeq"	"PAIRED"	"PCR"	"006A"	"2016-10-24"	57	36	"2017-11-07"	"SRR4446605"	"SRS1757159"	"006A"	"rural"	"16S rRNA sequencing"	6	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935623"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265446"	"Illumina MiSeq"	"PAIRED"	"PCR"	"006B"	"2016-10-24"	53	35	"2017-11-07"	"SRR4446606"	"SRS1757161"	"006B"	"rural"	"16S rRNA sequencing"	6	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935624"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265447"	"Illumina MiSeq"	"PAIRED"	"PCR"	"007A"	"2016-10-24"	79	55	"2017-11-07"	"SRR4446607"	"SRS1757160"	"007A"	"rural"	"16S rRNA sequencing"	7	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935625"	"MIMARKS.survey"	"contigs sra"	"ncbi sra-sos"	"sra-sos.public"	"SRX2265448"	"Illumina MiSeq"	"PAIRED"	"PCR"	"007B"	"2016-10-24"	56	37	"2017-11-07"	"SRR4446608"	"SRS1757162"	"007B"	"rural"	"16S rRNA sequencing"	7	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935626"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265449"	"Illumina MiSeq"	"PAIRED"	"PCR"	"010A"	"2016-10-24"	37	22	"2017-11-07"	"SRR4446609"	"SRS1757163"	"010A"	"rural"	"16S rRNA sequencing"	10	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935659"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265450"	"Illumina MiSeq"	"PAIRED"	"PCR"	"081B"	"2016-10-24"	50	33	"2017-11-07"	"SRR4446610"	"SRS1757164"	"081B"	"urban"	"16S rRNA sequencing"	81	"second"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
"AMPLICON"	500	"SAMN05935658"	"MIMARKS.survey"	"contigs sra"	"ncbi"	""	"SRX2265451"	"Illumina MiSeq"	"PAIRED"	"PCR"	"081A"	"2016-10-24"	47	28	"2017-11-07"	"SRR4446611"	"SRS1757165"	"081A"	"urban"	"16S rRNA sequencing"	81	"first"	"PRJNA349463"	"UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE"	"public"	0	"METAGENOMIC"	"human gut metagenome"	"ILLUMINA"	"SRP091971"	"2014-09-25"	"terrestrial biome"	"national geopolitical entity"	"biological product"	"China:Hunan province"	"Homo sapiens"	"27.4 N 111.8 E"
