"Run"	"Alias"	"ADEversusAGR"	"SoilversusRhiz"	"Assay.Type"	"AvgSpotLen"	"Bases"	"BioProject"	"BioSample"	"Bytes"	"Center.Name"	"Collection_Date"	"Consent"	"DATASTORE.filetype"	"DATASTORE.provider"	"DATASTORE.region"	"Depth"	"Description"	"ENA_CHECKLIST"	"ENA.FIRST.PUBLIC..run."	"ENA.LAST.UPDATE..run."	"environment_.biome."	"environment_.feature."	"environment_.material."	"Experiment"	"geographic_location_.country_and.or_sea."	"geographic_location_.elevation."	"geographic_location_.latitude."	"geographic_location_.longitude."	"INSDC_center_name"	"INSDC_first_public"	"INSDC_last_update"	"INSDC_status"	"Instrument"	"investigation_type"	"Library.Name"	"LibraryLayout"	"LibrarySelection"	"LibrarySource"	"Organism"	"Platform"	"project_name"	"ReleaseDate"	"Sample.Name"	"sample_name"	"sequencing_method"	"soil_environmental_package"	"SRA_accession"	"SRA.Study"	"title"
"ERR1456817"	"RAG8"	"AGR"	"Rhiz"	"AMPLICON"	601	151494653	"PRJEB14409"	"SAMEA4033234"	116228359	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG8"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527295"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033234"	"ERS1204344"	"Illumina"	"soil"	"ERS1204344"	"ERP016051"	"RAG8"
"ERR1456818"	"RAG9"	"AGR"	"Rhiz"	"AMPLICON"	600	126078607	"PRJEB14409"	"SAMEA4033235"	100129203	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG9"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527296"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033235"	"ERS1204345"	"Illumina"	"soil"	"ERS1204345"	"ERP016051"	"RAG9"
"ERR1456819"	"RAG10"	"AGR"	"Rhiz"	"AMPLICON"	600	170983850	"PRJEB14409"	"SAMEA4033236"	130060441	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG10"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527297"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033236"	"ERS1204346"	"Illumina"	"soil"	"ERS1204346"	"ERP016051"	"RAG10"
"ERR1456820"	"RAG11"	"AGR"	"Rhiz"	"AMPLICON"	600	65328705	"PRJEB14409"	"SAMEA4033237"	52530966	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG11"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527298"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033237"	"ERS1204347"	"Illumina"	"soil"	"ERS1204347"	"ERP016051"	"RAG11"
"ERR1456821"	"RAG12"	"AGR"	"Rhiz"	"AMPLICON"	599	130165274	"PRJEB14409"	"SAMEA4033238"	100008784	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG12"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527299"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033238"	"ERS1204348"	"Illumina"	"soil"	"ERS1204348"	"ERP016051"	"RAG12"
"ERR1456822"	"RAG13"	"AGR"	"Rhiz"	"AMPLICON"	600	124375778	"PRJEB14409"	"SAMEA4033239"	93810232	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG13"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527300"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033239"	"ERS1204349"	"Illumina"	"soil"	"ERS1204349"	"ERP016051"	"RAG13"
"ERR1456823"	"RAG14"	"AGR"	"Rhiz"	"AMPLICON"	599	133027930	"PRJEB14409"	"SAMEA4033240"	100617984	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG14"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527301"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033240"	"ERS1204350"	"Illumina"	"soil"	"ERS1204350"	"ERP016051"	"RAG14"
"ERR1456824"	"RAG15"	"AGR"	"Rhiz"	"AMPLICON"	600	135319443	"PRJEB14409"	"SAMEA4033241"	103239663	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG15"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527302"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033241"	"ERS1204351"	"Illumina"	"soil"	"ERS1204351"	"ERP016051"	"RAG15"
"ERR1456825"	"RAG16"	"AGR"	"Rhiz"	"AMPLICON"	600	28088136	"PRJEB14409"	"SAMEA4033242"	21533295	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"RAG16"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"rhizosphere"	"ERX1527303"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033242"	"ERS1204352"	"Illumina"	"soil"	"ERS1204352"	"ERP016051"	"RAG16"
"ERR1456826"	"BulkRAG1"	"AGR"	"Soil"	"AMPLICON"	600	116480635	"PRJEB14409"	"SAMEA4033243"	89877351	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"BulkRAG1"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"bulk soil"	"ERX1527304"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033243"	"ERS1204353"	"Illumina"	"soil"	"ERS1204353"	"ERP016051"	"BulkRAG1"
"ERR1456827"	"BulkRAG2"	"AGR"	"Soil"	"AMPLICON"	600	137481665	"PRJEB14409"	"SAMEA4033244"	104008545	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"BulkRAG2"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"bulk soil"	"ERX1527305"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033244"	"ERS1204354"	"Illumina"	"soil"	"ERS1204354"	"ERP016051"	"BulkRAG2"
"ERR1456828"	"BulkRAG3"	"AGR"	"Soil"	"AMPLICON"	600	102292646	"PRJEB14409"	"SAMEA4033245"	78272164	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"BulkRAG3"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"bulk soil"	"ERX1527306"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033245"	"ERS1204355"	"Illumina"	"soil"	"ERS1204355"	"ERP016051"	"BulkRAG3"
"ERR1456829"	"BulkRAG4"	"AGR"	"Soil"	"AMPLICON"	600	92301149	"PRJEB14409"	"SAMEA4033246"	70305725	"NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)"	"11/13/14"	"public"	"fastq,sra"	"ena,gs,ncbi,s3"	"ena,gs.US,ncbi.public,s3.us-east-1"	0.2	"BulkRAG4"	"ERC000022"	"7/30/16"	"11/16/18"	"terrestrial biome"	"agriculture"	"bulk soil"	"ERX1527307"	"Brazil"	500	-22.66666667	-48.16666667	"NIOO-KNAW"	"2016-07-30T17:01:24Z"	"2016-10-21T09:34:39Z"	"public"	"Illumina MiSeq"	"mimarks-survey"	"unspecified"	"PAIRED"	"PCR"	"GENOMIC"	"metagenome"	"ILLUMINA"	"Common bean rhizosphere microbiome"	"2016-07-31T00:00:00Z"	"SAMEA4033246"	"ERS1204356"	"Illumina"	"soil"	"ERS1204356"	"ERP016051"	"BulkRAG4"
